transaction_id,amount,is_fraud,channel_CARD_HOST,channel_CARD_PHONE,channel_CARD_RECURRING,channel_CARD_STORE,channel_CARD_WEB,channel_CASH_IN,channel_CASH_OUT,channel_DEBIT,channel_PAYMENT,channel_TRANSFER,source_dataset_IEEE-CIS,source_dataset_PaySim
PAYSIM_7_297,0.3311449213139219,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_298,0.2577094676035746,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_299,0.0925869926474201,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_300,0.35626176385253205,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_301,0.514788576061062,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_302,0.3881049096460293,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_9_303,0.3843480289706959,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_304,0.49359021118657126,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_305,0.10540765063470654,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_7_306,0.29374686344877854,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_307,0.5088260876294887,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_2_308,0.08585650299587061,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_9_309,0.3637102257257295,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_8_310,0.3042698648936567,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_7_311,0.5393874273262834,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_312,0.36236949843332156,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_313,0.48284093656030064,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_4_314,0.406471888761935,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_315,0.02916052774360388,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_316,0.4429053198090213,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_3_317,0.11714852992551641,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_7_318,0.19577061745818822,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_319,0.23982489019538628,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_2_320,0.2497833202114556,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_321,0.22603373612425057,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_322,0.48685915019056414,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_323,0.36670558734366066,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_324,0.32782982494940743,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_6_325,0.025891429801970973,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_326,0.4694906526488516,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_327,0.47233529359885407,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_328,0.4052415140545023,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_6_329,0.0036547138982240225,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_6_330,0.02975478830804857,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_331,0.11698355681038956,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_332,0.06822584145274403,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_8_333,0.20715670222887703,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_334,0.4792083596627904,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_335,0.2451889939943387,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_336,0.006965031745456279,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_337,0.1468601142044854,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_338,0.023166106350888394,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_4_339,0.018851354559022326,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_340,0.14321093715346012,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_341,0.14315509082974484,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_8_342,0.4088323620304418,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_343,0.5063267361054482,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_344,0.1928063993072396,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_3_345,0.22276491866080597,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_346,0.4387820722912793,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_347,0.1392735012414276,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_3_348,0.08122751175229577,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_349,0.44309313631437325,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_350,0.02415590348932526,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_351,0.3218717514522797,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_352,0.2918993120701087,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_353,0.17967267572140289,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_5_354,0.16371123336959117,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_355,0.40090179970387735,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_356,0.044892185742628855,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_2_357,0.12298806502980286,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_6_358,0.38043302092564657,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_359,0.28479803025362393,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_360,0.06648005171602268,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_5_361,0.45817944516635833,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_362,0.20435811164216133,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_363,0.42999338175356416,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_364,0.4091369405667758,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_365,0.3243264134516508,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_366,0.2568341575063702,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_367,0.5087762871689435,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_368,0.07529773538794339,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_369,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_370,0.09930703188943507,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_371,0.17569550539936094,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_372,0.16033995826276795,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_373,0.4918882799280355,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_374,0.5024424663922205,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_5_375,0.09506085182056832,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_376,0.011448714511328565,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_377,0.3739714059758683,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_378,0.21710511813481587,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_379,0.04614684778355228,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_380,0.35514134698299477,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_7_381,0.283128146225122,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_382,0.5092780210954917,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_383,0.11811883902390681,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_4_384,0.20982734282132176,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_385,0.28179864844832714,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_4_386,0.411207752583334,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_387,0.2850671127170161,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_388,0.3183402505833687,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_389,0.11746313296006186,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_390,0.4398880081758353,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_4_391,0.22263178501409192,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_392,0.07321732478449665,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_393,0.3449787911743279,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_394,0.112239808435475,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_395,0.05067714186908794,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_4_396,0.4477143261090809,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_397,0.23900915574299345,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_2_398,0.3891770011625301,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_399,0.15093312496227826,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_400,0.4087510960724016,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_401,0.05814259864288031,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_402,0.18489410961523897,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_403,0.5080029049229843,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_404,0.4123970216540588,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_405,0.25827536870675766,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_406,0.1764820597320893,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_8_407,0.4529855500753811,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_2_408,0.28299426463657246,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_409,0.39392493593410716,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_410,0.39168254398287544,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_411,0.009324663579398231,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_7_412,0.06557920771560176,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_413,0.3426111085775736,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_8_414,0.08394809823842037,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_2_415,0.17887617999511135,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_416,0.4916815467270948,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_9_417,0.2909589102570562,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_418,0.3899279451534252,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_4_419,0.28981545262375397,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_420,0.28697586028114097,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_2_421,0.04890569357217748,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_8_422,0.1785002768943003,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_4_423,0.1466966161968674,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_424,0.20294563387395329,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_425,0.4146587042717971,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_426,0.19318325811150708,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_427,0.23461225500619803,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_428,0.20640116670615866,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_9_429,0.048519298509507744,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_8_430,0.8366444129731758,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_431,0.10160200830693288,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_432,0.0969866877780175,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_433,0.04884554658290826,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_434,0.18525643549411996,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_2_435,0.39343508597227816,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_436,0.14358585338657154,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_437,0.1622359388752845,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_438,0.3338049348994543,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_439,0.10172227112122816,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_440,0.4658780624192781,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_441,0.10887248079945007,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_442,0.23248591869643706,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_7_443,0.28973206749717995,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_9_444,0.08624096587546538,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_445,0.3186378483292382,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_9_446,0.18859601656566505,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_447,0.46599669430484886,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_448,0.08770559181053553,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_4_449,0.2633629210120442,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_450,0.3106596982033918,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_451,0.01734302596698232,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_452,0.1889037011382324,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_453,0.38052988978142127,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_4_454,0.12484078967283464,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_455,0.16265815204140854,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_456,0.4147880774331717,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_9_457,0.5026500618038882,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_458,0.4450586859056698,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_459,0.06110733619788131,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_460,0.3842150407571166,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_461,0.16603671958112762,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_462,0.5133807937054877,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_463,0.2520961745164374,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_464,0.06359517772812044,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_4_465,0.376660568516822,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_466,0.16777376255360638,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_4_467,0.5178798716074734,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_468,0.508896591535563,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_7_469,0.3407956459812618,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_9_470,0.06743483063324598,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_471,0.35675504188110696,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_472,0.04832323386780356,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_473,0.015255354094882862,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_474,0.4274431909608736,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_475,0.10894814758180535,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_476,0.19686807666860887,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_2_477,0.5056113920683054,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_9_478,0.24468183748948336,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_479,0.1539987100080954,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_480,0.4769152115475571,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_481,0.05752583749488517,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_482,0.3945260837962868,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_9_483,0.5131987841374418,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_2_484,0.4681312268105568,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_2_485,0.33847597709511235,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_486,0.1631249820156347,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_487,0.13209702010623472,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_488,0.4255197027097413,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_3_489,0.45697772078645665,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_490,0.2729113542453023,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_491,0.1269124119597146,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_6_492,0.05866577356871201,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_4_493,0.04528425269755092,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_494,0.3734880589527755,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_495,0.2182107943173457,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_9_496,0.47024197061066436,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_497,0.3841843751418622,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_4_498,0.09934324473996918,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_499,0.31879589259430585,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_500,0.2262025632174463,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_6_501,0.2998236415480443,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_7_502,0.3833522171333322,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_3_503,0.41873682596546563,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_7_504,0.4382356176758185,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_3_505,0.7227670482174209,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_2_506,0.016165038352275823,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_4_507,0.38398878835188627,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_508,0.05523804962947273,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_9_509,0.16357103582776433,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_7_510,0.0019863880818792702,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_511,0.35405859729533845,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_512,0.08681109492763506,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_9_513,0.3403533214902284,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_514,0.5151086224500767,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_515,0.0377485828839536,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_516,0.040037627707172875,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_517,0.1767950526140723,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_518,0.449999454625745,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_519,0.11194864091177432,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_520,0.18718175204751672,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_521,0.03558506763212106,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_522,0.39638181059474153,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_5_523,0.21207552093369733,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_524,0.3943527690520783,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_525,0.46933198509892105,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_526,0.12089949978273327,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_527,0.4193601731568454,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_4_528,0.03069677949750151,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_529,0.4668594348239849,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_2_530,0.33800885625461685,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_531,0.4540716135608919,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_532,0.00010164737305687048,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_533,0.08782342381386551,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_534,0.8722263953452255,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_535,0.19711519872866506,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_536,0.11776611173191436,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_537,0.19821061148711921,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_538,0.17583712610829136,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_539,0.21438931016597346,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_540,0.41674154568620914,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_541,0.24882974631163388,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_542,0.009352919159849402,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_543,0.21889916050800623,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_544,0.014118326683749518,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_4_545,0.5018644943388594,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_546,0.06620257568314358,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_2_547,0.3675726285283507,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_548,0.5052576467443702,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_549,0.42904324630856944,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_4_550,0.36322376227832226,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_6_551,0.43601446935033045,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_552,0.5099438139860345,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_553,0.22882778711954818,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_554,0.29044083587901914,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_555,0.32630668295379267,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_4_556,0.2766722758841633,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_557,0.32986504740029443,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_558,0.23364898902675832,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_2_559,0.11346179996150176,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_560,0.06245943843903708,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_561,0.35812399358972297,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_562,0.1367683427800811,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_2_563,0.023960077773485192,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_8_564,0.2945887031488455,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_2_565,0.14742249374819313,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_566,0.42826194834485143,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_567,0.03856402647007708,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_568,0.1175693199245368,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_569,0.37928901272404886,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_6_570,0.31102102682649213,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_571,0.03350014860149939,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_2_572,0.45563641176151004,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_573,0.45564799447187876,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_574,0.17161561773191417,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_575,0.3558482143460022,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_576,0.5136988559710222,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_577,0.32523572373812604,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_578,0.9258489944908889,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_2_579,0.43533472526693995,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_580,0.14818178975625093,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_581,0.22291850643910396,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_582,0.13908530037707695,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_583,0.16675360105426557,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_584,0.863702361948376,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_585,0.3421933622863003,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_586,0.1310505767618419,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_587,0.11438741953522269,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_588,0.6024255026558687,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_589,0.38309076990951046,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_590,0.2728099977385148,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_591,0.016959747328627046,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_592,0.4511239436230531,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_593,0.03360175442223207,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_5_594,0.49645296894992186,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_595,0.013062367857116515,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_596,0.36069695505607124,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_597,0.04270161992774674,0,0,0,0,0,0,0,0,1,0,0,0,1
